"","meastype","gas","unit","sector_number","category","method","classification","source","target","type","option","measure","party","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","variableUID","cursubm","years","value","min2006","max2006","ref2006","min1997","max1997","ref1997","min","median","max","mean","range","llim","ulim","correction","rellim","check","significant","effect","relmedian","lastyr","share","note"
"79","PREGNANT","no gas","%","3.A.4.5","Horses","","Enteric Fermentation","","","Additional Information","","Pregnant","ESP","20.57072993","20.64861018","20.72293959","20.80060067","20.87285313","20.95423765","21.02717593","21.10406084","21.18609841","21.26127038","20.97437196","20.6947881","20.42115681","20.1474053","19.88629773","19.6390232","32.21809759","32.88846896","30.21750135",31.09662161,28.81134107,24.19195813,22.58036064,21.03195605,20.18357279,19.55497611,"19.73624288","17.58833393","18.86039962","CC1E49BE-7FC6-4621-BF7A-F87A9765EAF5","20200315","2006 2007 2008 2009 2010",31.046406116,"","","no defaults","","","no defaults",17.58833393,20.87285313,32.88846896,22.4093603634483,1.86990246437742,16.0988998665995,28.719820860297,"",1.3,"outlier","0","no","0","0","no emissions reported",""
"80","PREGNANT","no gas","%","3.A.4.6","Mules and Asses","","Enteric Fermentation","","","Additional Information","","Pregnant","ESP","10.4138964149111","10.5106070975415","10.6291740516068","10.7654716768287","10.9236865837128","11.1173955859402","11.3540916168272","11.6359613881948","12.0166140401123","12.4951769630299","12.5685441932128","12.6666580635956","12.7985017163832","12.9907940218694","13.246778688521","13.7110198075334","26.975335938344","25.1510541235985","22.5539796999758",23.1789167755587,20.8534007835151,16.7235617214545,15.8443293680724,14.4414629354462,14.4576793514779,14.4773601768499,"14.4067770998209","13.7298794768418","13.7674471868833","6A195247-FCFA-4829-8E26-7D232F2D4389","20200315","2006 2007 2008 2009",24.4648216343693,"","","no defaults","","","no defaults",10.4138964149111,13.246778688521,26.975335938344,14.7036398809538,2.59032113088041,7.84824339703032,21.5590363648773,"",1.35,"outlier","0","no","0","0","no emissions reported",""
"81","IEF","CH4","kg/head/year","3.B.1.1.1","Dairy Cattle","","CH4 Emissions","","","","","Implied emission factor","ESP","28.7790343371859","26.0999055305371","25.8085688410507","25.240804292446","28.0908410562672","32.4990614608179","30.3731591645382","32.6565700010313","31.2440362016298","31.7482375766571","33.4977927023686","34.4207283893379","33.44992553621","34.401082628146","33.8214193754098","29.6877810219956","31.8328158115252","31.5597438254071","31.3913031240365",33.224949238798,31.3318451156163,35.4028828768352,32.9919947010724,32.2989319435615,35.3344290297703,36.2267489448394,"34.8136993839633","36.6530450028393","34.9051976076205","eugirp3B111DairttleIEFkghead00000CH4","20200315","all except: 1990 1991 1992 1993 1994 1996 1998 1999 2005 2006 2007 2008 2010",34.1624036764139,"","","no defaults","","","no defaults",2.90141362614809,15.2399123027011,38.8379637,17.5814156307994,13.3858762328766,3.1448239972765,32.0180072643222,"rellim",1.13,"outlier","over","0.0012074622199641","2.29038047688988","1","0.00214320345411107",""
"82","MCF","no gas","","3.B.1.1.2","Non-Dairy Cattle","","Additional Information (for Tier 2)","Daily spread","Temperate","Additional Information","","Methane conversion factor","ESP","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5",0.5,0.5,0.5,0.5,0.5,0.5,0.5,"0.5","0.5","0.5","eugirp3B112NonDttleMCF00000DaTemno ","20200315","all",0.5,"","","no defaults","","","no defaults",0,0,0.5,0.142857142857143,Inf,-0.196795937495337,0.482510223209622,"rellim",1.04,"outlier","0","no","0","0","no emissions reported",""
"83","IEF","CH4","kg/head/year","3.B.1.3","Iberian swine","","CH4 Emissions","","","","","Implied emission factor","ESP","2.04602895929248","2.0489061460187","2.03711136460844","1.94986761996087","2.2374151190784","2.61159455999537","2.13990846724452","2.24363824304789","2.06629971534505","2.10531476416151","1.96434344663019","1.72768751242304","1.52251766216634","1.31283919484794","1.13249356504179","0.67600530653994","1.53079095952549","2.3414941738083","3.46719121747241",4.67972770385473,4.25602991385885,5.26797343349423,4.781753247405,4.37972569656013,3.98500183887005,4.1698949595543,"4.1371841864388","4.21651266630407","3.91204414818246","9AE4B659-2686-474C-9D6F-405EA0F2E2EA","20200315","2005 2011 2012",3.57524399581306,"","","no defaults","","","no defaults",0.67600530653994,2.2374151190784,5.26797343349423,2.79128606178384,7.79279893593999,0.862781570976139,4.71979055259154,"rellim",1,"outlier","oversource","0.00039697200502166","1.74846594841723","0","0.000927352853824645",""
"84","VSEXC","no gas","kg dm/head/day","3.B.1.3","Iberian swine","","CH4 Emissions","","","","","VS daily excretion (average)","ESP","0.37164814439624","0.38594224830775","0.39551263042941","0.38617070251571","0.42936105920985","0.47186482032854","0.40128719023327","0.40504103410669","0.39432583644785","0.40586159735045","0.3929059792458","0.3865345573433","0.38881540971051","0.3922227950322","0.39581342503642","0.33043020780878","0.31586105877463","0.31530454754506","0.32864860904677",0.32617874929633,0.28854064620312,0.29390275646971,0.28773459890978,0.27930351500926,0.28670939032205,0.29929788268202,"0.29719473634056","0.29495861770541","0.30157310133868","8C1F4E04-B24D-4E96-857B-F725E53DA108","20200315","1995",0.47186482032854,"","","no defaults","","","no defaults",0.27930351500926,0.37164814439624,0.47186482032854,0.35341192576366,1.68943387738209,0.273446721214801,0.43337713031252,"",1.62,"outlier","undernotlast","0.00114283722850146","0.811447886625668","0","0.000927352853824645","CH4 emissions from manure management direct proportional to Volatile Solid Excretion (IPCC2006, Equation 10.23)"
"85","IEF","CH4","kg/head/year","3.B.1.3","Swine","","CH4 Emissions","","","","","Implied emission factor","ESP","12.1828512083549","10.8908205504833","11.0005278096337","10.431534813352","10.746398059113","11.313642398338","10.7634203549249","11.1080166145793","10.3379206180056","10.5697656409695","11.5509471809933","11.1217565861731","10.8277552560455","10.9836023756831","10.3583619655917","9.2454289470298","8.50988230195382","8.69541834429416","8.25051704458117",8.72097864141334,7.12638231114244,7.60484804774066,7.31118157972407,6.88422103129773,7.09402275253493,7.09333350959806,"6.9243070855951","6.96790496542162","6.75642102743057","A8D2D0C9-420B-40C6-9CD3-20F9E5138EBD","20200315","all except: 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018",10.9458214288161,"","","no defaults","","","no defaults",0.50182163242857,5.03354122392704,16,5.21911777029387,31.8838387308412,0.622784466024805,9.81545107456293,"",1.24,"outlier","overnotlast","0.00392691926365499","1.34227986359062","0","0.015399750947238",""
"86","IEF","CH4","kg/head/year","3.B.1.4.5","Horses","","CH4 Emissions","","","","","Implied emission factor","ESP","4.07738213231258","3.66935562773047","3.66676140796134","3.52865741566339","3.90752972180853","4.12377888141987","3.69903582170681","4.17469409547733","3.89051982661503","3.88970600976954","4.01713027655068","4.04697782338217","4.12626293541283","4.38632106536232","4.16502324666271","3.87300323648382","3.68055754292762","3.9201486416036","3.89527755707311",4.02822123273999,3.69443220566109,3.8892676176048,3.95507811309345,3.97399154710729,4.14759275806376,3.90252340260148,"3.92133617163931","4.20712654439819","4.19842780155756","3752F56E-FC35-4CB1-8AAA-04ECC6EE7E13","20200315","all",3.95365933311692,"","","no defaults","","","no defaults",1.08999406825462,1.63516404113083,4.38632106536232,2.03630871533068,4.02416966579096,1.07096454983514,3.00165288082621,"",1.7,"outlier","0","0.000114948429536953","2.56758814158735","1","0.000188276637685143",""
"87","IEF","CH4","kg/head/year","3.B.1.4.6","Mules and Asses","","CH4 Emissions","","","","","Implied emission factor","ESP","4.91303794246099","4.65011508656137","4.61583512874185","4.28713874528777","4.62077303716589","4.78906634572983","4.40880573539244","4.73228031821885","4.2698603736172","4.13210217924139","4.13142786001774","4.12105729288397","4.26833697784235","4.38953703663394","4.04695535277823","3.87285277557208","3.34410329800398","3.88700650633912","3.87969103488189",3.89157543437124,3.84639596516216,4.00982349132638,4.060685101554,4.16504284377923,4.35054758985001,4.14576122782192,"4.13301262493425","4.34910335222361","4.33007510223719","D943CDAA-DF73-4306-BBCE-947DF8173327","20200315","all",4.22903468140106,"","","no defaults","","","no defaults",0.76,0.83924115979724,4.91303794246099,1.36026818481691,6.4645236085013,-0.193501483723669,2.91403785335748,"",1.63,"outlier","0","1.085353215159e-05","5.15951231858472","1","1.34628601978362e-05",""
"88","IEF","N2O","kg/head/year","3.B.2.3","Iberian swine","","N2O and NMVOC Emissions","","","","","Implied emission factor","ESP","0.00532312532613","0.00543362395347","0.00549710010014","0.00546076067148","0.0057497641493","0.00663739713647","0.00569788150458","0.00576363017501","0.0055946330737","0.00568363777543","0.00507946581801","0.00422443202499","0.00349309755038","0.00274777715588","0.00196600594214","0.00091007253329","0.00617017860816","0.0114457396793","0.01788658181145",0.02426035065097,0.02668505100506,0.03106955945691,0.03065493490663,0.02956809250058,0.02570776335837,0.02513453397217,"0.02512466898505","0.02505850030394","0.02554305728782","E596B6D6-1E63-4912-B542-B5B02CBC13B4","20200315","2011 2012 2013",0.03043086228804,"","","no defaults","","","no defaults",0.00091007253329,0.00576363017501,0.03106955945691,0.0130886695660969,34.1396518633416,-0.0029408532500673,0.0291181923822611,"rellim",1.06,"outlier","0","5.58896293663178e-05","4.43176548671874","0","7.21755992505118e-05",""
"89","FracLEACH","no gas","","3.D.AI.3","Fraction of N input to managed soils","","Agricultural Soils","","","Additional Information","","Fraction of N input to managed soils that is lost through leaching and run-off","ESP","0.07708489519946","0.07668750548487","0.07663587962943","0.07673281605312","0.07711667665241","0.07713116717548","0.07752143648505","0.07853201676947","0.07815660116413","0.07842447095192","0.07855918294697","0.07857826938618","0.07924745893393","0.07922754126053","0.08055274031692","0.08098979435586","0.08110439941704","0.08136561279424","0.08150153368721",0.0813979510818,0.0814181705011,0.0814156559819,0.0822299665665,0.08305464380426,0.08255898466455,0.08293586865104,"0.08314205993147","0.08284202363144","0.08284202363144","375BA3C5-23A5-4D6C-BA1F-74A914883FD5","20200315","all",0.0799650809348179,"0.3","0.3","0.3, Table 11.3","0.3","0.3","0.3, Table 4.24",0,0.3,0.35267098063124,0.247395530968392,Inf,0.12226750377361,0.372523558163173,"",1.24,"outlier","0","no","0","0","no emissions reported",""
"90","NRATE","no gas","kg/head/year","3.B.1.2","Sheep","","N2O and NMVOC Emissions","","","","","Nitrogen excretion rate","EST","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525",21.3525,21.3525,21.3525,21.3525,21.3525,21.3525,21.3525,"21.3525","21.3525","21.3525","eugirp3B120SheeheepNRAkghead00000no ","20200315","all",21.3525,"","","no defaults","","","no defaults",4.26885230870929,11.5891204835,26,11.5461484166345,6.09063001475946,4.40354974728104,18.688747085988,"",1.38,"outlier","0","9.32930000194968e-06","1.84246078297319","1","2.0403168590853e-05",""
"91","IEF","N2O","kg/head/year","3.B.2.2","Other Sheep","","N2O and NMVOC Emissions","","","","","Implied emission factor","EST","0.08503392857143","0.08503392857142","0.08503392857146","0.08503392857146","0.08503392857143","0.08503392857143","0.0850339285714","0.08503392857139","0.08503392857134","0.08503392857134","0.08503392857143","0.08503392857147","0.08503392857135","0.08503392857151","0.0850339285714","0.0850339285714","0.08503392857137","0.08503392857148","0.08503392857143",0.08503392857146,0.08503392857147,0.08503392857141,0.08503392857141,0.08503392857146,0.08503392857143,0.08503392857144,"0.08503392857144","0.08503392857148","0.0850339285714","26A876B0-0A75-4333-AE33-3669EF389458","20200315","all",0.0850339285714255,"","","no defaults","","","no defaults",0.0023827694829,0.028569863013715,0.10018975009316,0.038224908865732,42.0476050294307,-0.0058765573761295,0.0823263751075935,"rellim",1.05,"outlier","0","7.22757185203603e-05","2.97635058770073","1","0.000108846010739842",""
"92","NRATE","no gas","kg/head/year","3.B.2.2","Other Sheep","","N2O and NMVOC Emissions","","","","","Nitrogen excretion rate","EST","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525","21.3525",21.3525,21.3525,21.3525,21.3525,21.3525,21.3525,21.3525,"21.3525","21.3525","21.3525","98555F37-0F50-48DF-8BCA-DD57EB7E160C","20200315","all",21.3525,"","","no defaults","","","no defaults",4.33199391944673,11.5891204835,26,11.7633125231301,6.00185514649121,4.73936471957174,18.7872603266884,"",1.36,"outlier","0","4.97695778812838e-05","1.84246078297319","1","0.000108846010739842",""
"93","NRATE","no gas","kg/head/year","3.B.2.4.5","Horses","","N2O and NMVOC Emissions","","","","","Nitrogen excretion rate","EST","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225","60.225",60.225,60.225,60.225,60.225,60.225,60.225,60.225,"60.225","60.225","60.225","8DB56D58-40D1-41A7-B077-4AD6B27686C7","20200315","all",60.225,"35.78","35.78","35.78 (kgN/head and year-Table 10.19), Table 10.19","25","25","25 (kg/head/year-Table 4.20), Table 4.20",27.2557301,48.77530893,75.0179363603492,48.8837044644203,2.75237302707034,37.5913315718983,60.1760773569423,"rellim",1,"outlier","0","4.50637199874265e-06","1.23474358894235","1","2.37033691097027e-05",""
"94","IEF","N2O","kg/head/year","3.B.2.4.8.4","Fur-bearing Animals","","N2O and NMVOC Emissions","","","","","Implied emission factor","EST","0.0578142392919","0.0578142392919","0.06089055353392","0.06495213584554","0.07056257368211","0.07778643310126","0.07973288387664","0.08578514469793","0.08229204624048","0.08648489384202","0.0870102217139","0.07838246355029","0.0708552601559","0.06181505578161","0.06102636486862","0.05422931523058","0.05466732825786","0.05527371808131","0.04424559783089",0.04346243208722,0.04346415589854,0.0434627567977,0.04346031109904,0.04346222223776,0.04346500993946,0.04345576567126,"0.0434504441627","0.04345674694727","0.04344066729644","C36FF34A-31CC-4ACD-957C-A9CEFF26A5F6","20200315","all except: 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018",0.0692986039468761,"","","","0","0.02","0 (Daily spread-Table 4.198), 0.005 (Liquid with natural crust cover-Table 4.201), 0.001 (Liquid without natural crust cover-Table 4.202), 0.02 (Solid storage-Table 4.199), 0.02 (Dry lot-Table 4.200), 0.005 (Anaerobic digester-Table 4.205), 0.005 (Cattle and swine deep bedding with no mixing-Table 4.206), 0.005 (Cattle and swine deep bedding with active mixing-Table 4.207), 0.005 (Composting in -vessel or static pile-Table 4.208), 0.005 (Composting intensive windrow-Table 4.209), 0.005 (Composting passive windrow-Table 4.210), 0.005 (Poultry manure with/without litter-Table 4.211), 0.005 (Aerobic system with natural aeration systems-Table 4.212), 0.005 (Aerobic system with forced aeration systems-Table 4.213), 0.001 (Uncovered anaerobic lagoon-Table 4.203), 0.005 (Pit storage below animal confinements-Table 4.204), Table 4.198, Table 4.201, Table 4.202, Table 4.199, Table 4.200, Table 4.205, Table 4.206, Table 4.207, Table 4.208, Table 4.209, Table 4.210, Table 4.211, Table 4.212, Table 4.213, Table 4.203, Table 4.204",0.00597142857143,0.03221428571429,0.0870102217139,0.0298788005360223,14.5710897606975,0.0062664784690845,0.0534911226029601,"",1.74,"outlier","0","6.94043603368907e-06","1.34849078082057","0","2.68561308401535e-05",""
"95","NRATE","no gas","kg/head/year","3.B.2.4.8.4","Fur-bearing Animals","","N2O and NMVOC Emissions","","","","","Nitrogen excretion rate","EST","7.35817590987868","7.35817590987868","7.74970681340789","8.26663547124911","8.98069119590241","9.90009148561719","10.1478215843023","10.9181093251889","10.4735331578776","11.0071683071667","11.0740282181357","9.97594990639726","9.01794220166044","7.86737073583885","7.76699189237173","6.90191284753079","6.95765996008831","7.03483684671336","5.63125790575572",5.53158226564838,5.53180165981726,5.53162359243566,5.53131232169542,5.53155555752951,5.53191035593175,5.53073381270272,"5.53005652978762","5.53085870238028","5.52881220136107","1649E290-11AD-42C2-9776-F32149A79CC2","20200315","all except: 2005 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018",9.19082614099157,"","","","25","25","25, Table 4.20",1.62874802824554,4.6,11.0740282181357,4.65866064535454,6.7991046043288,2.20668457114006,7.11063671956903,"",1.83,"outlier","0","4.51169276459476e-06","1.20191569594806","0","2.68561308401535e-05",""
"96","PREGNANT","no gas","%","3.A.1.2","Non-Dairy Cattle","","Enteric Fermentation","","","Additional Information","","Pregnant","FIN","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90",90,90,90,90,90,90,90,"90","90","90","eugirp3A120NonDttlePRE%0000000000no ","20200315","all",90,"","","no defaults","","","no defaults",0,14.701475758698,90,26.7372541877356,Inf,-20.5383211605443,74.0128295360155,"",1.27,"outlier","0","no","0","0","no emissions reported",""
"97","IEF","CH4","kg/head/year","3.A.3","Swine","","Enteric Fermentation","","","","","Implied emission factor","FIN","0.99560547954206","0.99254123472164","0.99382506103735","0.98371919923313","0.99443898130743","0.93734839870053","0.99369545697366","1.0028790613525","1.02779398761253","1.03116195895236","1.06954346825508","1.03586664127241","1.03782381534183","1.04104391214879","1.05588995410033","1.06056256768693","1.03781115930554","1.06987981671491","1.06141900108182",1.06088994413829,1.04773176912317,1.04912835968577,1.05091395728481,1.04167213199848,1.04177153307793,1.02387684178545,"1.01858358777054","1.01333115273753","1.04320425635809","4721487E-A4A4-4427-A5D0-FAF0F3A18CA3","20200315","all except: 2000 2007",1.02498257053077,"","","no defaults","","","no defaults",0.7201105974409,1.5,1.5559828954824,1.38027437599739,2.16075544647168,1.06422353395937,1.6963252180354,"rellim",1.09,"outlier","under","0.00069272348330693","0.695469504238727","1","0.000481768057509995",""
"98","IEF","CH4","kg/head/year","3.A.4.8.4","Fur-bearing Animals","","Enteric Fermentation","","","","","Implied emission factor","FIN","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07","0.07",0.07,0.07,0.07,0.07,0.07,0.07,0.07,"0.07","0.07","0.07","1455B1A8-3418-4FF5-81DF-E7402D61D1C4","20200315","all",0.07,"","","no defaults","","","no defaults",0.07,0.1,0.10000000000003,0.0940000000000003,1.42857142857186,0.0759376081318116,0.112062391868189,"",1.25,"outlier","0","0.000131356900387472","0.7","1","9.19498302712305e-05",""
"99","MCF","no gas","","3.B.1.4.8.4","Fur-bearing Animals","","Additional Information (for Tier 2)","Solid storage and dry lot","Cool","Additional Information","","Methane conversion factor","FIN","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8","8",8,8,8,8,8,8,8,"8","8","8","C1A10773-04CD-4EAC-A9E5-F7FD49909D53","20200315","all",8,"8","8","8, Table 10A.9","1","10","10% (Liquid system-Table 4.8), 1.00% (Solid storage and dry lot-Table 4.8), Table 4.8",2,2,8,3.59633027522936,4,-0.399079935536688,7.5917404859954,"rellim",1.07,"outlier","0","no","0","0","no emissions reported",""
"100","IEF","N2O","kg/head/year","3.B.2.4.5","Horses","","N2O and NMVOC Emissions","","","","","Implied emission factor","FIN","0.57191809658524","0.5854121722899","0.60021941551873","0.62023838350592","0.64115946281528","0.66228483492271","0.66229076807899","0.66005799399652","0.65714108701336","0.65859245496477","0.65923677080017","0.64602029641621","0.63225163220643","0.61824138345103","0.60459493948063","0.58811588864858","0.57807675682468","0.57211589142676","0.56973959086143",0.57509776367593,0.58277941734253,0.59867957637947,0.61913383022268,0.62198200286547,0.62348422805174,0.625586105369,"0.62653589179811","0.62641262575417","0.62591244360538","674478E5-76D9-4A33-8597-C441B1DBEA7B","20200315","all",0.61770040361627,"0","4.128","0 (Eastern Europe-Daily spread), 0 (Western Europe-Daily spread), 0.2064 (Eastern Europe-Solid storage), 0.1789 (Western Europe-Solid storage), 0 (Eastern Europe-Liquid without natural crust cover), 0 (Western Europe-Liquid without natural crust cover), 0 (Eastern Europe-Uncovered anaerobic lagoon), 0 (Western Europe-Uncovered anaerobic lagoon), 0.8256 (Eastern Europe-Dry lot), 0.7156 (Western Europe-Dry lot), 0.2064 (Eastern Europe-Liquid with natural crust cover), 0.1789 (Western Europe-Liquid with natural crust cover), 2.8896 (Eastern Europe-Cattle and swine deep bedding with active mixing), 2.5046 (Western Europe-Cattle and swine deep bedding with active mixing), 0.24768 (Eastern Europe-Composting in -vessel or static pile), 0.21468 (Western Europe-Composting in -vessel or static pile), 0.08256 (Eastern Europe-Pit storage below animal confinements), 0.07156 (Western Europe-Pit storage below animal confinements), 0.4128 (Eastern Europe-Composting passive windrow), 0.3578 (Western Europe-Composting passive windrow), 0.04128 (Eastern Europe-Poultry manure with/without litter), 0.03578 (Western Europe-Poultry manure with/without litter), 0.4128 (Eastern Europe-Aerobic system with natural aeration systems), 0.3578 (Western Europe-Aerobic system with natural aeration systems), 4.128 (Eastern Europe-Composting intensive windrow), 3.578 (Western Europe-Composting intensive windrow), 0 (Eastern Europe-Anaerobic digester), 0 (Western Europe-Anaerobic digester), 0.4128 (Eastern Europe-Cattle and swine deep bedding with no mixing), 0.3578 (Western Europe-Cattle and swine deep bedding with no mixing), 0.2064 (Eastern Europe-Aerobic system with forced aeration systems), 0.1789 (Western Europe-Aerobic system with forced aeration systems), Table 10.21","0","0.02","0 (Western Europe-Daily spread-Table 4.198), 0 (Eastern Europe-Daily spread-Table 4.198), 0.02 (Western Europe-Solid storage-Table 4.199), 0.02 (Eastern Europe-Solid storage-Table 4.199), 0.001 (Western Europe-Liquid without natural crust cover-Table 4.202), 0.001 (Eastern Europe-Liquid without natural crust cover-Table 4.202), 0.001 (Western Europe-Uncovered anaerobic lagoon-Table 4.203), 0.001 (Eastern Europe-Uncovered anaerobic lagoon-Table 4.203), 0.02 (Western Europe-Dry lot-Table 4.200), 0.02 (Eastern Europe-Dry lot-Table 4.200), 0.005 (Western Europe-Liquid with natural crust cover-Table 4.201), 0.005 (Eastern Europe-Liquid with natural crust cover-Table 4.201), 0.005 (Western Europe-Cattle and swine deep bedding with active mixing-Table 4.207), 0.005 (Eastern Europe-Cattle and swine deep bedding with active mixing-Table 4.207), 0.005 (Western Europe-Composting in -vessel or static pile-Table 4.208), 0.005 (Eastern Europe-Composting in -vessel or static pile-Table 4.208), 0.005 (Western Europe-Pit storage below animal confinements-Table 4.204), 0.005 (Eastern Europe-Pit storage below animal confinements-Table 4.204), 0.005 (Western Europe-Composting passive windrow-Table 4.210), 0.005 (Eastern Europe-Composting passive windrow-Table 4.210), 0.005 (Western Europe-Poultry manure with/without litter-Table 4.211), 0.005 (Eastern Europe-Poultry manure with/without litter-Table 4.211), 0.005 (Western Europe-Aerobic system with natural aeration systems-Table 4.212), 0.005 (Eastern Europe-Aerobic system with natural aeration systems-Table 4.212), 0.005 (Western Europe-Composting intensive windrow-Table 4.209), 0.005 (Eastern Europe-Composting intensive windrow-Table 4.209), 0.005 (Western Europe-Anaerobic digester-Table 4.205), 0.005 (Eastern Europe-Anaerobic digester-Table 4.205), 0.005 (Western Europe-Cattle and swine deep bedding with no mixing-Table 4.206), 0.005 (Eastern Europe-Cattle and swine deep bedding with no mixing-Table 4.206), 0.005 (Western Europe-Aerobic system with forced aeration systems-Table 4.213), 0.005 (Eastern Europe-Aerobic system with forced aeration systems-Table 4.213), Table 4.198, Table 4.199, Table 4.202, Table 4.203, Table 4.200, Table 4.201, Table 4.207, Table 4.208, Table 4.204, Table 4.210, Table 4.211, Table 4.212, Table 4.209, Table 4.205, Table 4.206, Table 4.213",0.02809313858635,0.25268571428568,0.66229076807899,0.254246241816103,23.5748229427376,0.0141540913123823,0.494338392319824,"",1.51,"outlier","0","0.000146824366224202","2.47703929513696","1","0.000246228875439096",""
"101","FracGASF","no gas","","3.D.AI.1","Fraction of synthetic fertilizer","","Agricultural Soils","","","Additional Information","","Fraction of synthetic fertilizer N applied to soils that volatilises as NH3 and Nox","FIN","0.01594675109817","0.01519867860408","0.01555913898851","0.01491978865032","0.01471634419171","0.01470619193883","0.01469872975573","0.01476165258287","0.01474044320182","0.01478500780013","0.01480406357398","0.01484208050993","0.0148766134871","0.01490395247421","0.01493643632465","0.01497462577516","0.01500202429515","0.01503614531954","0.01501766067716",0.01513156218334,0.01508065673451,0.01546713754439,0.01523956168852,0.01489649168364,0.01525434035945,0.01543825972626,"0.01583545647038","0.015433567257","0.01534695","9A5E5649-6DF7-4354-A814-2771BABAB0C5","20200315","all",0.0150879418240186,"0.1","0.1","0.1, Table 11.3","0.1","0.1","0.1, Table 4.19",0.01469872975573,0.06260344818106,0.10415352726214,0.0657850836952546,7.0858862631676,0.0197677047825381,0.111802462607971,"",1.11,"outlier","0","no","0","0","no emissions reported",""
"102","WEIGHT","no gas","kg","3.A.1.1","Dairy Cattle","","Enteric Fermentation","","","Additional Information","","Weight","FRK","684.53675173","684.17570994","683.81466816","683.45362638","683.0925846","682.73154281","682.37050103","682.00945925","681.64841747","681.28737568","680.9263339","680.71935326","680.51237262","680.30539199","680.09841135","679.89143071","679.61800258","679.34457446","679.07114633",678.85329552,678.6354447,678.41759389,678.19974308,677.89475329,677.5897635,677.28477371,"676.97978392","676.75804208","676.5911681","eugirp3A110DairttleWEIkg000000000no ","20200315","all",680.234897104828,"","","no defaults","","","no defaults",430,588.135,693.22,585.122472973237,1.61213953488372,499.713017853568,670.531928092906,"",1.12,"outlier","0","no","0","0","no emissions reported",""
"103","IEF","CH4","kg/head/year","3.A.2","Sheep","","Enteric Fermentation","","","","","Implied emission factor","FRK","12.4124062563092","12.4767096938812","12.4436594076443","12.6179457083094","12.7120223794539","12.7944114112248","12.8503726895152","12.8982459301154","12.8826974901924","12.8750985754","12.969628595802","12.8210488316148","12.7823176526986","12.7679568624712","12.7689660852656","12.7804271829337","12.7778128024707","12.7940763430424","12.8776959457855",12.8464176765192,12.9635322358545,12.9883303687308,12.9768657936634,12.9726347884667,12.9486379220755,12.9408769725141,"12.8866273575113","12.9719071199249","12.9352675966375","890B7DEA-30EA-4765-8913-FCC12964E6E4","20200315","all",12.8184344026217,"","","no defaults","","","no defaults",4.3507160153256,8,18.7365391058318,8.2229075551723,4.30654150715226,4.43291130451571,12.0129038058289,"",1.2,"outlier","over","0.00195512005693372","1.61690844957969","1","0.00512434242415169",""
"104","IEF","CH4","kg/head/year","3.A.3","Other Swine","","Enteric Fermentation","","","","","Implied emission factor","FRK","0.76340626946335","0.75923585525287","0.76327859167102","0.76262750852885","0.76528333535234","0.76327509791568","0.76246079620225","0.76658547367431","0.77134043751764","0.77678764782387","0.76608035323654","0.74586211751959","0.74923428219928","0.74752958447074","0.74107500940286","0.73628101380661","0.73711877214837","0.734478144886","0.7291396833519",0.72813431310661,0.7201105974409,0.72673200015655,0.72205556384185,0.72295451931211,0.72935151518906,0.74106969548985,"0.77772619196353","0.75280623631679","0.73868223209566","73E083CA-691B-4814-85DC-56E69CB787D7","20200315","all",0.748300097908172,"","","no defaults","","","no defaults",0.7201105974409,1.5,1.5559828954824,1.36715099161753,2.16075544647168,1.03779356345461,1.69650841978046,"",1.63,"outlier","under","0.00112103881014627","0.492454821397107","1","0.000552060967029807",""
